经度        纬度         深度       速度
  113.740   40.110    0.900    1.558
  113.740   40.100    0.900    1.573
  113.740   40.090    0.900    1.618
  113.740   40.080    0.900    1.705
  113.740   40.070    0.900    1.826
  113.740   40.060    0.900    1.896
  113.740   40.050    0.900    1.859
  113.740   40.040    0.900    1.807
  113.740   40.030    0.900    1.743
  113.740   40.020    0.900    1.630
  113.740   40.010    0.900    1.451
  113.740   40.000    0.900    1.381
  113.740   39.990    0.900    1.537
  113.740   39.980    0.900    1.781
  113.740   39.970    0.900    1.961
  113.740   39.960    0.900    2.020
  113.740   39.950    0.900    1.970
  113.740   39.940    0.900    1.868
  113.740   39.930    0.900    1.759
  113.740   39.920    0.900    1.672
  113.740   39.910    0.900    1.617
  113.740   39.900    0.900    1.594
  113.740   39.890    0.900    1.593
  113.740   39.880    0.900    1.603
  113.740   39.870    0.900    1.617
  113.760   40.200    0.900    1.618
  113.760   40.190    0.900    1.616
  113.760   40.180    0.900    1.615
  113.760   40.170    0.900    1.616
  113.760   40.160    0.900    1.617
  113.760   40.150    0.900    1.614
  113.760   40.140    0.900    1.607
  113.760   40.130    0.900    1.601
  113.760   40.120    0.900    1.602
  113.760   40.110    0.900    1.618
  113.760   40.100    0.900    1.657
  113.760   40.090    0.900    1.721
  113.760   40.080    0.900    1.801
  113.760   40.070    0.900    1.864
  113.760   40.060    0.900    1.850
  113.760   40.050    0.900    1.745
  113.760   40.040    0.900    1.703
  113.760   40.030    0.900    1.745
  113.760   40.020    0.900    1.732
  113.760   40.010    0.900    1.597
  113.760   40.000    0.900    1.479
  113.760   39.990    0.900    1.561
  113.760   39.980    0.900    1.754
  113.760   39.970    0.900    1.943
  113.760   39.960    0.900    2.048
  113.760   39.950    0.900    2.035
  113.760   39.940    0.900    1.940
  113.760   39.930    0.900    1.818
  113.760   39.920    0.900    1.711
  113.760   39.910    0.900    1.637
  113.760   39.900    0.900    1.600
  113.760   39.890    0.900    1.591
  113.760   39.880    0.900    1.600
  113.760   39.870    0.900    1.616
  113.780   40.200    0.900    1.618
  113.780   40.190    0.900    1.617
  113.780   40.180    0.900    1.617
  113.780   40.170    0.900    1.618
  113.780   40.160    0.900    1.618
  113.780   40.150    0.900    1.616
  113.780   40.140    0.900    1.613
  113.780   40.130    0.900    1.613
  113.780   40.120    0.900    1.621
  113.780   40.110    0.900    1.644
  113.780   40.100    0.900    1.683
  113.780   40.090    0.900    1.735
  113.780   40.080    0.900    1.788
  113.780   40.070    0.900    1.812
  113.780   40.060    0.900    1.772
  113.780   40.050    0.900    1.670
  113.780   40.040    0.900    1.628
  113.780   40.030    0.900    1.729
  113.780   40.020    0.900    1.813
  113.780   40.010    0.900    1.772
  113.780   40.000    0.900    1.687
  113.780   39.990    0.900    1.689
  113.780   39.980    0.900    1.790
  113.780   39.970    0.900    1.949
  113.780   39.960    0.900    2.073
  113.780   39.950    0.900    2.097
  113.780   39.940    0.900    2.014
  113.780   39.930    0.900    1.880
  113.780   39.920    0.900    1.753
  113.780   39.910    0.900    1.661
  113.780   39.900    0.900    1.609
  113.780   39.890    0.900    1.592
  113.780   39.880    0.900    1.598
  113.780   39.870    0.900    1.614
  113.800   40.200    0.900    1.618
  113.800   40.190    0.900    1.618
  113.800   40.180    0.900    1.618
  113.800   40.170    0.900    1.619
  113.800   40.160    0.900    1.618
  113.800   40.150    0.900    1.617
  113.800   40.140    0.900    1.615
  113.800   40.130    0.900    1.618
  113.800   40.120    0.900    1.627
  113.800   40.110    0.900    1.645
  113.800   40.100    0.900    1.670
  113.800   40.090    0.900    1.695
  113.800   40.080    0.900    1.706
  113.800   40.070    0.900    1.686
  113.800   40.060    0.900    1.626
  113.800   40.050    0.900    1.552
  113.800   40.040    0.900    1.572
  113.800   40.030    0.900    1.742
  113.800   40.020    0.900    1.881
  113.800   40.010    0.900    1.892
  113.800   40.000    0.900    1.861
  113.800   39.990    0.900    1.849
  113.800   39.980    0.900    1.874
  113.800   39.970    0.900    1.986
  113.800   39.960    0.900    2.117
  113.800   39.950    0.900    2.169
  113.800   39.940    0.900    2.090
  113.800   39.930    0.900    1.938
  113.800   39.920    0.900    1.792
  113.800   39.910    0.900    1.684
  113.800   39.900    0.900    1.621
  113.800   39.890    0.900    1.596
  113.800   39.880    0.900    1.598
  113.800   39.870    0.900    1.613
  113.820   40.200    0.900    1.618
  113.820   40.190    0.900    1.618
  113.820   40.180    0.900    1.619
  113.820   40.170    0.900    1.619
  113.820   40.160    0.900    1.618
  113.820   40.150    0.900    1.616
  113.820   40.140    0.900    1.615
  113.820   40.130    0.900    1.617
  113.820   40.120    0.900    1.624
  113.820   40.110    0.900    1.634
  113.820   40.100    0.900    1.643
  113.820   40.090    0.900    1.642
  113.820   40.080    0.900    1.618
  113.820   40.070    0.900    1.560
  113.820   40.060    0.900    1.477
  113.820   40.050    0.900    1.423
  113.820   40.040    0.900    1.519
  113.820   40.030    0.900    1.769
  113.820   40.020    0.900    1.972
  113.820   40.010    0.900    2.016
  113.820   40.000    0.900    2.001
  113.820   39.990    0.900    2.015
  113.820   39.980    0.900    2.009
  113.820   39.970    0.900    2.067
  113.820   39.960    0.900    2.168
  113.820   39.950    0.900    2.207
  113.820   39.940    0.900    2.126
  113.820   39.930    0.900    1.964
  113.820   39.920    0.900    1.811
  113.820   39.910    0.900    1.698
  113.820   39.900    0.900    1.630
  113.820   39.890    0.900    1.601
  113.820   39.880    0.900    1.600
  113.820   39.870    0.900    1.613
  113.840   40.200    0.900    1.618
  113.840   40.190    0.900    1.618
  113.840   40.180    0.900    1.619
  113.840   40.170    0.900    1.619
  113.840   40.160    0.900    1.617
  113.840   40.150    0.900    1.615
  113.840   40.140    0.900    1.614
  113.840   40.130    0.900    1.615
  113.840   40.120    0.900    1.619
  113.840   40.110    0.900    1.623
  113.840   40.100    0.900    1.621
  113.840   40.090    0.900    1.605
  113.840   40.080    0.900    1.564
  113.840   40.070    0.900    1.498
  113.840   40.060    0.900    1.425
  113.840   40.050    0.900    1.405
  113.840   40.040    0.900    1.530
  113.840   40.030    0.900    1.784
  113.840   40.020    0.900    2.002
  113.840   40.010    0.900    2.090
  113.840   40.000    0.900    2.086
  113.840   39.990    0.900    2.098
  113.840   39.980    0.900    2.085
  113.840   39.970    0.900    2.111
  113.840   39.960    0.900    2.176
  113.840   39.950    0.900    2.174
  113.840   39.940    0.900    2.077
  113.840   39.930    0.900    1.935
  113.840   39.920    0.900    1.799
  113.840   39.910    0.900    1.697
  113.840   39.900    0.900    1.634
  113.840   39.890    0.900    1.606
  113.840   39.880    0.900    1.603
  113.840   39.870    0.900    1.614
  113.860   40.200    0.900    1.618
  113.860   40.190    0.900    1.618
  113.860   40.180    0.900    1.619
  113.860   40.170    0.900    1.618
  113.860   40.160    0.900    1.617
  113.860   40.150    0.900    1.615
  113.860   40.140    0.900    1.614
  113.860   40.130    0.900    1.614
  113.860   40.120    0.900    1.616
  113.860   40.110    0.900    1.617
  113.860   40.100    0.900    1.612
  113.860   40.090    0.900    1.591
  113.860   40.080    0.900    1.551
  113.860   40.070    0.900    1.496
  113.860   40.060    0.900    1.447
  113.860   40.050    0.900    1.452
  113.860   40.040    0.900    1.563
  113.860   40.030    0.900    1.763
  113.860   40.020    0.900    1.954
  113.860   40.010    0.900    2.050
  113.860   40.000    0.900    2.040
  113.860   39.990    0.900    2.014
  113.860   39.980    0.900    1.990
  113.860   39.970    0.900    2.026
  113.860   39.960    0.900    2.076
  113.860   39.950    0.900    2.056
  113.860   39.940    0.900    1.968
  113.860   39.930    0.900    1.859
  113.860   39.920    0.900    1.758
  113.860   39.910    0.900    1.680
  113.860   39.900    0.900    1.632
  113.860   39.890    0.900    1.609
  113.860   39.880    0.900    1.606
  113.860   39.870    0.900    1.614
  113.880   40.200    0.900    1.618
  113.880   40.190    0.900    1.618
  113.880   40.180    0.900    1.619
  113.880   40.170    0.900    1.618
  113.880   40.160    0.900    1.617
  113.880   40.150    0.900    1.616
  113.880   40.140    0.900    1.615
  113.880   40.130    0.900    1.615
  113.880   40.120    0.900    1.617
  113.880   40.110    0.900    1.618
  113.880   40.100    0.900    1.613
  113.880   40.090    0.900    1.595
  113.880   40.080    0.900    1.564
  113.880   40.070    0.900    1.524
  113.880   40.060    0.900    1.494
  113.880   40.050    0.900    1.506
  113.880   40.040    0.900    1.586
  113.880   40.030    0.900    1.723
  113.880   40.020    0.900    1.868
  113.880   40.010    0.900    1.949
  113.880   40.000    0.900    1.903
  113.880   39.990    0.900    1.824
  113.880   39.980    0.900    1.769
  113.880   39.970    0.900    1.817
  113.880   39.960    0.900    1.897
  113.880   39.950    0.900    1.881
  113.880   39.940    0.900    1.817
  113.880   39.930    0.900    1.752
  113.880   39.920    0.900    1.697
  113.880   39.910    0.900    1.654
  113.880   39.900    0.900    1.626
  113.880   39.890    0.900    1.612
  113.880   39.880    0.900    1.610
  113.880   39.870    0.900    1.615
  113.900   40.200    0.900    1.618
  113.900   40.190    0.900    1.618
  113.900   40.180    0.900    1.618
  113.900   40.170    0.900    1.619
  113.900   40.160    0.900    1.618
  113.900   40.150    0.900    1.617
  113.900   40.140    0.900    1.616
  113.900   40.130    0.900    1.617
  113.900   40.120    0.900    1.619
  113.900   40.110    0.900    1.621
  113.900   40.100    0.900    1.619
  113.900   40.090    0.900    1.608
  113.900   40.080    0.900    1.586
  113.900   40.070    0.900    1.559
  113.900   40.060    0.900    1.541
  113.900   40.050    0.900    1.553
  113.900   40.040    0.900    1.610
  113.900   40.030    0.900    1.706
  113.900   40.020    0.900    1.812
  113.900   40.010    0.900    1.870
  113.900   40.000    0.900    1.808
  113.900   39.990    0.900    1.696
  113.900   39.980    0.900    1.605
  113.900   39.970    0.900    1.607
  113.900   39.960    0.900    1.690
  113.900   39.950    0.900    1.691
  113.900   39.940    0.900    1.647
  113.900   39.930    0.900    1.635
  113.900   39.920    0.900    1.632
  113.900   39.910    0.900    1.626
  113.900   39.900    0.900    1.619
  113.900   39.890    0.900    1.615
  113.900   39.880    0.900    1.614
  113.900   39.870    0.900    1.616
  113.920   40.200    0.900    1.618
  113.920   40.190    0.900    1.618
  113.920   40.180    0.900    1.618
  113.920   40.170    0.900    1.619
  113.920   40.160    0.900    1.618
  113.920   40.150    0.900    1.618
  113.920   40.140    0.900    1.617
  113.920   40.130    0.900    1.618
  113.920   40.120    0.900    1.621
  113.920   40.110    0.900    1.624
  113.920   40.100    0.900    1.625
  113.920   40.090    0.900    1.618
  113.920   40.080    0.900    1.605
  113.920   40.070    0.900    1.588
  113.920   40.060    0.900    1.578
  113.920   40.050    0.900    1.588
  113.920   40.040    0.900    1.629
  113.920   40.030    0.900    1.700
  113.920   40.020    0.900    1.780
  113.920   40.010    0.900    1.828
  113.920   40.000    0.900    1.789
  113.920   39.990    0.900    1.671
  113.920   39.980    0.900    1.557
  113.920   39.970    0.900    1.517
  113.920   39.960    0.900    1.535
  113.920   39.950    0.900    1.537
  113.920   39.940    0.900    1.516
  113.920   39.930    0.900    1.549
  113.920   39.920    0.900    1.587
  113.920   39.910    0.900    1.609
  113.920   39.900    0.900    1.618
  113.920   39.890    0.900    1.619
  113.920   39.880    0.900    1.619
  113.920   39.870    0.900    1.618
  113.940   40.200    0.900    1.618
  113.940   40.190    0.900    1.618
  113.940   40.180    0.900    1.618
  113.940   40.170    0.900    1.618
  113.940   40.160    0.900    1.619
  113.940   40.150    0.900    1.618
  113.940   40.140    0.900    1.617
  113.940   40.130    0.900    1.618
  113.940   40.120    0.900    1.621
  113.940   40.110    0.900    1.624
  113.940   40.100    0.900    1.626
  113.940   40.090    0.900    1.624
  113.940   40.080    0.900    1.617
  113.940   40.070    0.900    1.606
  113.940   40.060    0.900    1.600
  113.940   40.050    0.900    1.608
  113.940   40.040    0.900    1.639
  113.940   40.030    0.900    1.690
  113.940   40.020    0.900    1.749
  113.940   40.010    0.900    1.789
  113.940   40.000    0.900    1.772
  113.940   39.990    0.900    1.678
  113.940   39.980    0.900    1.567
  113.940   39.970    0.900    1.509
  113.940   39.960    0.900    1.508
  113.940   39.950    0.900    1.498
  113.940   39.940    0.900    1.492
  113.940   39.930    0.900    1.534
  113.940   39.920    0.900    1.580
  113.940   39.910    0.900    1.608
  113.940   39.900    0.900    1.622
  113.940   39.890    0.900    1.625
  113.940   39.880    0.900    1.623
  113.940   39.870    0.900    1.618
  113.960   40.200    0.900    1.618
  113.960   40.190    0.900    1.618
  113.960   40.180    0.900    1.618
  113.960   40.170    0.900    1.618
  113.960   40.160    0.900    1.618
  113.960   40.150    0.900    1.618
  113.960   40.140    0.900    1.617
  113.960   40.130    0.900    1.617
  113.960   40.120    0.900    1.619
  113.960   40.110    0.900    1.622
  113.960   40.100    0.900    1.625
  113.960   40.090    0.900    1.625
  113.960   40.080    0.900    1.621
  113.960   40.070    0.900    1.615
  113.960   40.060    0.900    1.611
  113.960   40.050    0.900    1.617
  113.960   40.040    0.900    1.638
  113.960   40.030    0.900    1.673
  113.960   40.020    0.900    1.714
  113.960   40.010    0.900    1.740
  113.960   40.000    0.900    1.730
  113.960   39.990    0.900    1.666
  113.960   39.980    0.900    1.579
  113.960   39.970    0.900    1.522
  113.960   39.960    0.900    1.506
  113.960   39.950    0.900    1.501
  113.960   39.940    0.900    1.512
  113.960   39.930    0.900    1.555
  113.960   39.920    0.900    1.592
  113.960   39.910    0.900    1.616
